Pass-Simple pass-accurate,Pass-High pass-accurate,Pass-Head pass-accurate,Pass-Simple pass-not accurate,Duel-Air duel-accurate,Duel-Air duel-not accurate,Pass-High pass-not accurate,Pass-Head pass-not accurate,Duel-Ground loose ball duel-not accurate,Duel-Ground attacking duel-accurate,Free Kick-Free Kick-accurate,Pass-Cross-assist,Pass-Cross-accurate,Shot-Shot-accurate,Duel-Ground loose ball duel-accurate,Duel-Ground defending duel-accurate,Others on the ball-Clearance-not accurate,Duel-Ground defending duel-not accurate,Others on the ball-Touch-interception,Duel-Ground attacking duel-not accurate,Others on the ball-Acceleration-accurate,Shot-Shot-not accurate,Free Kick-Corner-accurate,Foul,Free Kick-Throw in-accurate,Free Kick-Throw in-not accurate,Others on the ball-Touch,Pass-Cross-not accurate,Pass-Smart pass-accurate,Pass-Cross-key pass,Pass-Smart pass-not accurate,Free Kick-Corner-not accurate,Others on the ball-Clearance-accurate,Others on the ball-Touch-missed ball,Pass-Simple pass-assist,Pass-Launch-accurate,Pass-Smart pass-key pass,Pass-Simple pass-key pass,Pass-Launch-not accurate,Free Kick-Free Kick-not accurate,Pass-Head pass-assist,Others on the ball-Touch-counter attack,Free Kick-Free kick cross-accurate,Foul-yellow card,Others on the ball-Touch-opportunity,Others on the ball-Touch-feint,Free Kick-Free kick shot-accurate,Pass-High pass-key pass,Free Kick-Free kick shot-not accurate,Pass-Smart pass-assist,Free Kick-Free kick cross-not accurate,Others on the ball-Clearance,Others on the ball-Acceleration-not accurate,Free Kick-Goal kick,Others on the ball-Touch-dangerous ball lost,Foul-red card,Foul-second yellow card,Pass-Head pass-key pass,Free Kick-Penalty,Free Kick-Penalty-not accurate,Pass-High pass-assist,Pass-Hand pass-accurate,w-dl
-297,-4,6,5,2,-2,2,6,-7,-37,0,1,0,2,7,21,6,20,0,-4,-4,-8,-1,11,-7,2,-49,-7,-2,-1,-10,3,-1,0,0,0,0,1,3,0,0,2,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
151,-4,-5,5,-3,3,-6,0,-5,38,6,0,-2,-1,5,-24,1,-16,0,2,-13,-7,-1,-7,-2,1,-10,0,7,0,1,1,1,0,2,0,0,0,0,1,0,2,0,0,0,3,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1
-151,4,5,-5,3,-3,6,0,5,-38,-6,0,2,1,-5,24,-1,16,0,-2,13,7,1,7,2,-1,10,0,-7,0,-1,0,-1,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
280,6,-1,0,0,0,-2,0,2,17,13,0,-3,-6,-2,-7,-10,-12,1,2,-1,5,0,-5,5,0,19,14,4,2,-1,2,0,1,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-1
-280,-6,1,0,0,0,2,0,-2,-17,-13,4,3,6,2,7,10,12,-1,-2,1,-5,2,5,-5,0,-19,-14,-4,0,1,-2,6,-1,0,-1,0,1,1,3,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
-352,-6,4,1,9,-9,2,-1,1,-24,-12,0,1,-2,0,15,-7,12,-10,-3,-5,3,3,5,8,1,-16,5,-1,2,3,2,0,0,0,0,0,0,3,0,0,0,4,-3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,-1
352,6,-4,-1,-9,9,-2,1,-1,24,12,0,-1,2,0,-15,7,-12,10,3,5,-3,-3,-5,-8,-1,16,-5,1,0,-3,-2,4,0,0,1,2,2,0,0,0,0,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1
-50,7,0,3,-1,1,7,2,-6,-44,0,0,-3,3,6,41,17,23,7,-21,-3,-7,-1,-1,-22,1,7,-11,5,0,2,-4,2,5,0,3,1,1,3,1,0,0,0,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,-1
50,-7,0,-3,1,-1,-7,-2,6,44,0,0,3,0,-6,-41,-17,-23,-7,21,3,7,1,1,22,-1,-7,11,-5,1,-2,4,-2,0,0,-3,0,0,-3,-1,0,1,0,0,0,-1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
209,10,-2,-2,-5,6,1,0,2,32,3,0,0,-2,-1,-8,5,-25,-13,0,-17,2,2,-2,4,0,27,8,-5,0,-4,0,-3,10,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,-1
-209,-10,2,2,5,-6,-1,0,-2,-32,-3,0,0,2,1,8,-5,25,13,0,17,-2,-2,2,-4,6,-27,-8,5,3,4,0,3,-10,2,-1,0,1,0,0,0,5,0,2,0,2,0,0,0,2,1,0,1,0,0,0,0,1,0,0,0,0,1
263,-8,-2,15,6,-6,-5,0,-3,2,4,1,-5,3,3,-7,-5,2,-11,3,6,1,1,0,7,-1,-2,-10,4,-2,-2,0,1,4,1,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
-263,8,2,-15,-6,6,5,0,3,-2,-4,0,5,-3,-3,7,5,-2,11,-3,-6,-1,-1,0,-7,1,2,10,-4,2,2,0,-1,0,-1,-1,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
-127,-15,-1,5,-5,5,-18,-5,-11,-19,-11,0,-3,-3,11,-1,12,21,10,-2,-2,-3,-4,5,-15,0,5,-9,-1,0,-6,-2,1,5,0,2,0,0,3,0,0,0,3,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,-1
127,15,1,-5,5,-5,18,5,11,19,11,0,3,3,-11,1,-12,-21,-10,2,2,3,4,-5,15,0,-5,9,1,1,6,2,-1,-5,0,-2,0,0,-3,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1
164,9,0,9,7,-7,7,-1,-1,17,3,0,-1,-2,1,-6,-5,-9,0,-2,9,0,1,2,-8,3,5,-8,0,0,3,0,2,-1,0,0,0,2,0,1,0,-1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
-164,-9,0,-9,-7,7,-7,1,1,-17,-3,1,1,2,-1,6,5,9,0,2,-9,0,-1,-2,8,0,-5,8,1,2,-3,0,0,1,0,2,0,0,0,-1,0,1,6,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,-1
-123,-7,-7,5,-2,2,-5,-4,3,19,-1,0,-3,1,-3,-17,-6,-4,1,3,-5,-4,0,-5,8,-1,-12,-13,1,0,-1,0,-1,1,0,1,1,0,8,1,0,0,-2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,-1
123,7,7,-5,2,-2,5,4,-3,-19,1,0,3,-1,3,17,6,4,-1,-3,5,4,0,5,-8,1,12,13,-1,0,1,0,1,0,0,-1,0,0,-8,-1,0,0,2,-2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1
224,-15,-1,13,0,1,-2,3,6,-4,9,0,-4,-2,-6,11,-1,-1,-6,-6,9,4,-1,-5,-2,-5,1,4,-1,0,-6,3,-1,-5,0,0,0,2,2,0,0,1,0,-3,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
-224,15,1,-13,0,-1,2,-3,-6,4,-9,0,4,2,6,-11,1,1,6,6,-9,-4,1,5,2,5,-1,-4,1,0,6,0,1,5,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1
57,11,6,-5,3,-4,2,-5,-2,57,0,0,-6,3,2,-25,7,-42,6,10,1,4,-4,0,0,4,8,-9,-1,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,-2,0,0,0,0,1,1,-1,0,0,0,0,1,0,0,0,0,0,0,1
-57,-11,-6,5,-3,4,-2,5,2,-57,0,0,6,-3,-2,25,-7,42,-6,-10,-1,-4,4,0,0,-4,-8,9,1,2,0,0,0,1,0,-1,0,0,2,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-1
-58,-3,-3,-2,-3,2,-12,-3,3,29,6,0,-3,3,-3,-8,10,-23,21,2,-12,-8,-4,-10,-2,0,0,-9,1,2,0,0,2,7,0,0,0,1,-1,0,0,0,2,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
58,3,3,2,3,-2,12,3,-3,-29,-6,0,3,-3,3,8,-10,23,-21,-2,12,8,4,10,2,0,0,9,-1,0,0,0,-2,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,-1
169,3,-9,5,18,-18,5,-4,-6,3,-1,0,1,3,6,-14,-3,3,-8,8,6,1,3,-1,-1,-1,-10,-3,6,0,3,0,0,4,0,0,0,0,-3,2,0,-4,1,1,0,0,0,1,2,0,0,0,0,0,0,0,1,0,1,1,0,0,1
-169,-3,9,-5,-18,18,-5,4,6,-3,1,0,-1,-3,-6,14,3,-3,8,-8,-6,-1,-3,1,1,1,10,3,-6,0,-3,2,0,-4,0,0,1,1,3,0,0,4,-1,-1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1
-92,3,7,1,-4,1,-1,0,-3,-13,-6,0,-6,-5,2,-5,-6,17,-1,1,-4,1,2,2,0,1,0,-2,0,-1,-5,-1,7,2,0,0,0,-1,0,1,0,1,0,2,0,1,0,0,1,0,-2,0,0,0,0,0,0,0,1,0,0,0,-1
92,-3,-7,-1,4,-1,1,0,3,13,6,0,6,5,-2,5,6,-17,1,-1,4,-1,-2,-2,0,-1,0,2,0,1,5,1,-7,-2,0,0,0,1,1,-1,1,0,1,-2,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,-1
-216,-25,-9,-3,8,-10,-2,2,9,-42,-18,0,0,-2,-8,7,9,36,4,0,0,-10,-6,17,-10,8,-26,-5,2,0,2,1,0,1,1,1,1,1,2,-1,0,1,0,2,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1
216,25,9,3,-8,10,2,-2,-9,42,18,0,0,2,8,-7,-9,-36,-4,0,0,10,6,-17,10,0,26,5,-2,0,-2,-1,0,-1,0,-1,0,0,-2,1,0,0,0,0,0,0,1,0,1,0,1,0,2,0,1,0,0,3,0,0,0,0,-1
-116,14,8,-3,8,-6,-15,-9,4,-2,-1,0,-1,-3,-4,-3,4,1,5,4,1,-3,2,-4,-2,0,-18,0,0,0,0,1,-3,8,0,0,0,1,3,0,0,0,4,-1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,-1
116,-14,-8,3,-8,6,15,9,-4,2,1,0,1,3,4,3,-4,-1,-5,-4,-1,3,-2,4,2,0,18,0,1,0,0,-1,3,-8,1,3,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
112,9,-6,2,3,-4,9,5,-4,4,7,0,-4,0,4,-3,4,-2,0,1,-7,-5,0,-1,0,-1,7,-4,4,1,1,-1,2,-4,2,0,1,1,-2,0,0,0,0,-4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-112,-9,6,-2,-3,4,-9,-5,4,-4,-7,0,4,0,-4,3,-4,2,0,-1,7,5,0,1,0,1,-7,4,0,-1,-1,1,-2,4,0,1,0,0,2,0,0,3,1,4,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,-1
-125,0,0,5,1,-1,-3,0,8,12,-6,0,-5,-3,-8,-6,2,-3,1,-3,2,-8,-2,1,2,1,-22,-11,0,-2,2,-2,0,-1,0,1,0,1,0,2,0,0,-2,-1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
125,0,0,-5,-1,1,3,0,-8,-12,6,0,5,3,8,6,-2,3,-1,3,-2,8,2,-1,-2,0,22,11,3,2,-2,2,0,1,0,-1,0,0,0,-2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-63,-11,0,15,0,0,2,2,1,-24,-3,0,3,-1,-1,22,-8,11,-4,-9,-10,-3,2,7,-4,1,6,7,3,-1,2,4,1,-1,1,2,0,1,-1,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
63,11,0,-15,0,0,-2,-2,-1,24,3,0,-3,1,1,-22,8,-11,4,9,10,3,-2,-7,4,-1,-6,-7,-3,1,-2,0,-1,1,0,-2,0,0,1,0,0,1,1,2,1,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,-1
-137,4,-3,-23,-4,3,3,1,1,9,-8,1,9,3,-1,3,3,-12,5,0,-3,6,1,2,3,1,-21,4,9,5,4,0,1,6,1,-4,0,2,0,0,0,2,2,0,3,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
137,-4,3,23,4,-3,-3,-1,-1,-9,8,0,0,-3,1,-3,-3,12,-5,0,3,-6,-1,-2,-3,-1,21,-4,0,0,-4,2,0,0,0,4,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
-56,-24,-14,3,-7,6,3,-6,-3,2,-4,0,0,2,2,-5,14,1,-1,2,-1,-5,-4,0,-7,1,-1,-14,0,0,0,2,0,3,1,-2,0,0,-2,0,0,1,0,3,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1
56,24,14,-3,7,-6,-3,6,3,-2,4,0,6,-2,-2,5,-14,-1,1,-2,1,5,4,0,7,-1,1,14,4,3,0,0,0,-3,0,2,1,1,2,0,0,0,3,-3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1
149,4,-1,-3,-13,14,-3,-1,7,26,0,0,1,-5,-8,-15,-7,-10,4,-1,0,0,0,-2,2,5,43,5,0,0,-2,0,-4,-3,0,0,0,0,1,1,0,-1,1,-2,0,1,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,-1
-149,-4,1,3,13,-14,3,1,-7,-26,0,0,-1,5,8,15,7,10,-4,1,0,0,0,2,-2,0,-43,-5,2,3,2,2,4,3,0,0,1,0,-1,0,0,1,0,2,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
-45,3,-4,-1,13,-13,5,0,5,4,4,1,-3,4,-5,6,6,-13,2,3,-3,0,-1,-1,-3,0,6,-9,0,-1,2,2,3,-3,1,0,0,1,1,3,0,3,-3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
45,-3,4,1,-13,13,-5,0,-5,-4,-4,0,3,-4,5,-6,-6,13,-2,-3,3,0,1,1,3,0,-6,9,0,1,-2,-2,-3,3,0,0,0,0,0,0,0,0,3,1,1,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,-1
7,22,1,-5,5,-5,-2,5,3,-24,-10,0,11,1,-4,15,-2,14,5,-7,10,4,0,12,-5,1,-1,9,-3,4,-3,0,1,-3,1,0,-1,0,0,0,1,-1,0,2,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,-1
-7,-22,-1,5,-5,5,2,-5,-3,24,10,1,-11,-1,4,-15,2,-14,-5,7,-10,-4,0,-12,5,0,1,-9,3,0,3,1,0,3,0,1,1,0,7,1,0,1,0,-2,-1,0,0,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,-1
79,17,9,-10,0,0,7,-1,7,8,-3,0,9,-1,-7,1,-4,-7,-16,-2,-1,2,3,6,11,1,-4,14,0,0,2,1,1,1,0,0,0,0,-1,0,0,-1,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
-79,-17,-9,10,0,0,-7,1,-7,-8,3,0,-9,1,7,-1,4,7,16,2,1,-2,-3,-6,-11,0,4,-14,4,1,-2,0,-1,-1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1
-137,-3,-3,-7,-8,7,1,-1,-5,-16,-5,0,-3,-1,5,0,13,14,5,2,1,-5,0,5,-14,0,-27,-12,0,0,-4,0,9,3,0,1,0,0,1,0,0,1,0,-3,0,0,1,0,0,0,0,2,-1,0,0,0,0,0,0,0,0,0,1
137,3,3,7,8,-7,-1,1,5,16,5,0,3,1,-5,0,0,-14,-5,-2,-1,5,6,-5,14,0,27,12,0,1,4,2,-9,-3,0,0,0,1,-1,1,0,0,0,3,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,-1
256,10,2,15,6,-7,-4,-1,-11,10,11,0,3,3,11,-1,0,-10,-17,1,7,7,2,-6,4,-1,16,1,6,1,3,0,-1,8,1,0,0,1,3,0,0,0,0,0,4,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1
-256,-10,-2,-15,-6,7,4,1,11,-10,-11,0,-3,-3,-11,1,0,10,17,-1,-7,-7,-2,6,-4,1,-16,-1,0,-1,0,0,1,-8,0,0,0,-1,-3,1,0,0,0,2,0,0,0,0,0,0,-2,0,1,0,0,0,0,0,0,0,0,0,-1
2,7,5,-9,7,-8,1,1,6,5,4,0,-13,0,-6,13,10,-13,7,-4,1,-4,0,-7,-10,-1,8,-19,1,-4,6,0,1,0,0,-1,1,2,-1,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,1
-2,-7,-5,9,-7,8,-1,-1,-6,-5,-4,0,13,0,6,-13,-10,13,-7,4,-1,4,10,7,10,1,-8,19,-1,4,-6,1,-1,0,0,1,0,0,1,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
-158,-15,4,-1,2,-2,-4,-2,-1,-6,-7,0,2,-8,0,-5,7,11,-5,0,-6,-1,-2,3,-4,-2,-5,-5,4,-1,6,0,2,1,0,0,0,0,-1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
158,15,-4,1,-2,2,4,2,1,6,7,0,-2,8,0,5,-7,-11,5,0,6,1,2,-3,4,2,5,5,-4,1,-6,0,-2,-1,1,0,0,3,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
11,-1,0,1,4,-4,0,-7,9,-26,-3,0,-7,2,-9,10,9,15,6,1,3,-5,0,6,-5,2,-13,0,-2,0,8,0,1,1,1,0,1,1,1,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-11,1,0,-1,-4,4,0,7,-9,26,3,0,7,-2,9,-10,-9,-15,-6,-1,0,5,6,-6,5,-2,13,18,2,0,-8,0,-1,-1,0,0,0,0,-1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,-1
-42,-7,-2,-3,-5,5,-11,-1,7,2,2,0,-1,-1,-7,-1,4,-5,9,4,-1,-4,-2,-7,-7,-1,5,-3,1,0,-9,1,1,-1,0,0,1,2,3,4,0,0,1,-3,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,-1
42,7,2,3,5,-5,11,1,-7,-2,-2,0,1,1,7,1,-4,5,-9,-4,1,4,2,7,7,1,-5,3,-1,1,9,-1,0,1,0,1,0,0,-3,0,0,0,-1,3,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1
-17,-9,10,-8,-2,1,10,3,-7,-14,4,0,1,-3,7,-3,-5,12,-2,6,-1,0,4,0,10,-2,3,-5,1,0,4,4,-2,0,0,4,0,0,4,-2,0,1,0,-2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
17,9,-10,8,2,-1,-10,-3,7,14,-4,0,-1,3,-7,3,5,-12,2,-6,1,0,-4,0,-10,2,-3,5,-1,0,-4,-4,2,2,1,-4,0,0,-4,2,0,0,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1
-170,-12,8,5,-4,3,-13,3,-3,8,-7,0,0,-3,3,-4,0,-3,5,0,-4,0,0,3,2,0,-31,9,0,0,-1,-2,0,-3,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1
170,12,-8,-5,4,-3,13,-3,3,-8,7,0,0,3,-3,4,0,3,-5,0,4,0,2,-3,-2,3,31,-9,0,2,1,2,0,3,0,-1,0,0,0,0,0,3,0,-1,0,3,0,2,0,1,0,0,0,2,0,0,0,0,1,0,0,0,1
-221,-4,-3,-4,-8,6,1,-3,3,-33,-7,1,0,1,-3,-6,6,39,4,1,-1,-6,-3,7,-9,1,11,-3,6,0,3,-2,2,3,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,3,-2,0,2,0,1,0,0,0,0,0,0,0,1
221,4,3,4,8,-6,-1,3,-3,33,7,0,0,-1,3,6,-6,-39,-4,-1,1,6,3,-7,9,-1,-11,3,-6,0,-3,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,-1
-172,-11,2,-6,-3,3,-10,4,8,18,-4,0,-4,-5,-8,-16,4,-5,7,3,10,-4,-2,7,3,4,-7,-10,-1,-2,3,0,7,2,0,0,0,0,-1,0,0,1,0,1,-1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,-1
172,11,-2,6,3,-3,10,-4,-8,-18,4,0,4,5,8,16,-4,5,-7,-3,-10,4,2,-7,-3,0,7,10,1,2,-3,0,-7,-2,0,1,1,3,1,1,0,0,0,-1,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1
85,-1,3,-6,3,-5,-6,-4,10,13,9,0,5,-1,-10,2,-12,-22,-1,7,-5,-2,1,-6,-1,-1,19,14,4,3,4,-1,-5,-3,0,-1,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-1
-85,1,-3,6,-3,5,6,4,-10,-13,-9,0,-5,1,10,-2,12,22,1,-7,5,2,-1,6,1,1,-19,-14,-4,-3,-4,1,5,3,0,1,1,2,-2,2,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,1
-220,-14,1,6,-2,4,-3,10,1,-6,5,0,-1,-6,-1,-1,4,7,-4,0,-8,-4,-2,-2,-3,0,-10,-7,-4,0,1,0,-2,0,0,0,0,0,0,-1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
220,14,-1,-6,2,-4,3,-10,-1,6,-5,0,1,6,1,1,-4,-7,4,0,8,4,2,2,3,3,10,7,4,1,-1,3,2,4,1,1,2,5,0,1,0,2,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
-122,-13,-10,-13,-3,3,-5,1,15,-7,-9,0,-3,1,-15,8,9,-2,6,0,1,-3,-6,5,-3,0,-6,-10,-1,0,-3,-1,5,-3,0,1,0,0,0,-1,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,-1
122,13,10,13,3,-3,5,-1,-15,7,9,0,3,-1,15,-8,-9,2,-6,0,-1,3,6,-5,3,2,6,10,1,0,3,1,-5,3,0,-1,0,0,0,1,0,0,0,-3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
-221,-15,6,-12,1,-1,9,3,5,-34,-2,0,-4,-2,-5,10,1,34,-3,-10,-1,4,4,1,-5,0,-23,7,0,-1,-7,1,-1,7,0,0,0,1,0,2,0,6,-1,-1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,-1
221,15,-6,12,-1,1,-9,-3,-5,34,2,0,4,2,5,-10,-1,-34,3,10,1,-4,-4,-1,5,0,23,-7,0,1,7,-1,1,-7,0,1,0,-1,2,-2,0,0,1,1,1,0,0,1,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,1
-178,8,-2,0,-8,8,5,2,0,-19,-11,1,4,0,1,21,6,6,-6,-8,-4,1,0,11,-7,3,-9,-13,-3,1,2,3,5,4,0,-2,1,1,-1,0,0,0,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
178,-8,2,0,8,-8,-5,-2,0,19,11,0,-4,0,-1,-21,-6,-6,6,8,4,-1,4,-11,7,-3,9,13,3,0,-2,0,-5,-4,0,2,0,0,1,0,0,0,-2,-1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,-1
-141,-1,-1,17,-10,10,-3,0,2,-10,-4,1,2,1,-2,7,4,16,-2,-14,-11,-11,-2,3,4,2,-17,1,-3,1,-4,-2,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1
141,1,1,-17,10,-10,3,0,-2,10,4,0,-2,-1,2,-7,-4,-16,2,14,11,11,2,-3,-4,0,17,-1,3,-1,4,2,0,0,1,0,0,3,0,1,0,5,0,0,0,3,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1
36,-3,-11,-1,-11,11,2,8,1,8,-1,0,-7,-1,0,-2,1,-13,5,6,-3,-8,0,-3,19,0,-13,-5,2,0,7,0,3,-2,1,-1,0,2,-1,1,0,0,0,3,0,1,0,0,1,0,-1,2,-1,1,0,0,1,0,0,0,0,0,-1
-36,3,11,1,11,-11,-2,-8,-1,-8,1,0,7,1,0,2,-1,13,-5,-6,3,8,0,3,-19,0,13,5,-2,0,-7,0,-3,2,0,1,0,0,1,-1,0,0,1,-3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,-1
361,1,-1,3,-3,4,-1,-3,1,0,6,0,5,5,-1,0,1,-4,-1,4,5,5,1,1,-4,0,32,3,3,2,0,0,8,1,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-1
-361,-1,1,-3,3,-4,1,3,-1,0,-6,0,-5,-5,1,0,-1,4,1,-4,-5,-5,-1,-1,4,0,-32,-3,-3,0,0,3,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
209,16,-3,2,6,-7,4,-1,5,11,5,1,3,3,-4,1,-7,-16,3,3,-2,2,-1,-4,2,0,-18,1,0,1,-1,2,0,5,0,0,0,2,1,2,0,0,0,-1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1
-209,-16,3,-2,-6,7,-4,1,-5,-11,-5,0,-3,-3,4,-1,7,16,-3,-3,2,-2,1,4,-2,0,18,-1,0,0,1,0,0,-5,0,2,2,-2,0,-2,0,1,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
211,6,-5,3,-26,32,2,-5,-1,7,2,0,-3,0,1,12,3,-3,3,3,-6,2,0,-12,-2,3,4,-5,0,0,2,-3,1,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
-211,-6,5,-3,26,-32,-2,5,1,-7,-2,2,3,6,-1,-12,-3,3,-3,-3,6,-2,1,12,2,0,-4,5,1,1,-2,3,-1,0,0,3,0,1,4,0,0,1,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1
149,-8,-1,-8,20,-17,9,2,1,11,2,0,-1,1,-1,-5,1,-21,0,6,-5,3,5,-4,-10,2,30,6,6,0,0,0,-2,2,0,0,0,0,-3,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1
